filename,group,label,anomaly_score,inference_time_ms
a01-011x.png,normal,0,15.225697,7.8816
a02-017.png,normal,0,8.195388,8.1124
a02-020.png,normal,0,7.265037,7.31
a02-024.png,normal,0,12.780893,7.9526
a02-027.png,normal,0,11.020821,8.1469
a02-032.png,normal,0,10.581195,9.4234
a02-046.png,normal,0,5.024564,9.2189
a02-057.png,normal,0,10.082024,8.0229
a02-067.png,normal,0,9.010351,8.9361
a03-017.png,normal,0,5.875969,8.2857
a03-023.png,normal,0,10.655737,7.9526
a06-039.png,normal,0,14.762217,8.8113
a06-100.png,normal,0,6.209701,8.1089
n02-146.png,normal,0,4.022449,8.7217
a06-110.png,normal,0,4.103482,7.832
b01-044.png,normal,0,4.64524,8.0257
b01-049.png,normal,0,8.218849,7.0525
b01-053.png,normal,0,4.390848,7.3045
b02-013.png,normal,0,8.278024,7.2256
b02-035.png,normal,0,12.360442,6.9827
b02-045.png,normal,0,7.69183,6.8009
b03-025.png,normal,0,8.011222,7.8545
b03-109.png,normal,0,19.606519,10.0014
b03-114.png,normal,0,29.444396,6.9946
b05-032.png,normal,0,14.448619,9.1681
b06-027.png,normal,0,17.866325,7.1835
c06-014.png,normal,0,17.894304,8.6925
c06-103.png,normal,0,13.401061,7.1309
c06-138.png,normal,0,14.603871,9.9205
c02-049.png,normal,0,5.813116,9.1824
c04-039.png,normal,0,3.649962,7.986
c04-044.png,normal,0,6.552464,7.8352
c04-080.png,normal,0,6.151098,7.8415
c04-128.png,normal,0,5.281883,8.3048
c04-110.png,normal,0,5.798268,8.4676
c04-116.png,normal,0,6.486911,9.5407
d04-125.png,normal,0,3.133571,8.2981
d04-131.png,normal,0,3.035605,7.8329
d06-025.png,normal,0,5.432868,8.871
d06-067.png,normal,0,10.182035,9.9858
d06-104.png,normal,0,6.132829,7.7987
e06-026.png,normal,0,9.376824,7.8996
e06-049.png,normal,0,11.490196,9.6479
e02-025.png,normal,0,16.042805,8.4726
e02-086.png,normal,0,12.962967,9.1202
e02-094.png,normal,0,21.182293,9.9541
e04-004.png,normal,0,3.238201,10.5414
e04-008.png,normal,0,4.555118,8.6679
e04-043.png,normal,0,9.131646,11.2358
e04-052.png,normal,0,15.712893,7.3858
e04-086.png,normal,0,5.347204,7.6319
k04-022.png,normal,0,3.885585,9.1379
f01-070.png,normal,0,16.407716,11.5455
f04-007.png,normal,0,7.113671,8.4655
g04-007.png,normal,0,11.921388,10.7505
g04-011.png,normal,0,9.792936,8.7572
g04-014.png,normal,0,6.05619,8.6506
g04-095.png,normal,0,10.049307,9.1301
f07-000.png,normal,0,4.534799,8.0246
f07-039a.png,normal,0,10.161316,7.8262
f07-042a.png,normal,0,9.409028,7.1438
f07-046a.png,normal,0,10.106236,8.3377
g07-079a.png,normal,0,14.806461,9.5312
f07-019a.png,normal,0,10.615838,7.2473
f07-021a.png,normal,0,11.672866,8.076
f07-024a.png,normal,0,10.345817,7.9871
f07-028a.png,normal,0,11.062235,9.0432
f07-032a.png,normal,0,12.231749,8.2949
g01-067.png,normal,0,22.753543,7.833
g01-070.png,normal,0,9.964144,8.1094
g01-074.png,normal,0,16.529238,9.5362
g02-062.png,normal,0,5.208874,8.8381
g07-003b.png,normal,0,7.81886,7.9352
g07-007b.png,normal,0,6.66424,6.9058
g07-010b.png,normal,0,10.877752,8.947
g07-014b.png,normal,0,7.431084,8.2855
g07-065.png,normal,0,4.638433,11.589
g07-069a.png,normal,0,4.766732,6.7923
g07-071a.png,normal,0,5.870944,7.8319
g07-074a.png,normal,0,4.561102,7.8652
g07-077a.png,normal,0,4.944891,6.8394
h01-024.png,normal,0,7.749522,8.4496
h02-049.png,normal,0,9.775805,8.7284
h04-049.png,normal,0,5.057836,8.5141
h04-071.png,normal,0,6.765819,7.5369
h04-074.png,normal,0,6.542873,7.7843
h07-040.png,normal,0,16.365153,7.8609
h07-044a.png,normal,0,13.195741,8.4718
h07-051b.png,normal,0,16.758877,9.5008
j01-059.png,normal,0,15.2511,10.606
j01-066.png,normal,0,9.020329,8.0562
k04-010.png,normal,0,8.497465,7.791
k04-050.png,normal,0,5.254996,7.8349
k04-054.png,normal,0,8.355296,7.8521
l01-157.png,normal,0,10.882092,7.6998
l01-199.png,normal,0,21.988654,8.6661
l04-020.png,normal,0,6.623578,14.5026
l04-026.png,normal,0,6.552041,8.5024
m02-083.png,normal,0,7.210541,7.7724
n02-028.png,normal,0,5.762166,7.8744
n02-049.png,normal,0,10.207689,7.0493
n02-157.png,normal,0,7.016551,7.9403
n03-097.png,normal,0,7.997,7.1748
n03-103.png,normal,0,6.967527,10.5537
n04-171.png,normal,0,3.628683,8.4069
n04-183.png,normal,0,3.743112,7.8725
n04-190.png,normal,0,3.830922,7.8686
n04-195.png,normal,0,3.960824,6.7727
p02-115.png,normal,0,5.580497,6.6523
p03-023.png,normal,0,6.159359,7.0747
p03-027.png,normal,0,9.035563,7.9637
p03-158.png,normal,0,11.905038,7.8868
p03-173.png,normal,0,5.790383,8.6895
r02-000.png,normal,0,7.449561,8.0915
r02-038.png,normal,0,6.907898,9.9377
r02-131.png,normal,0,8.509642,8.9141
r03-030.png,normal,0,3.166634,11.2371
r03-056.png,normal,0,5.209553,8.0618
