filename,group,label,anomaly_score,inference_time_ms
a01-011x.png,normal,0,30.280036,107.2881
a02-017.png,normal,0,16.502559,13.4888
a02-020.png,normal,0,15.296125,10.7611
a02-024.png,normal,0,13.591433,13.9521
a02-027.png,normal,0,12.577689,14.4289
a02-032.png,normal,0,14.605868,13.9277
a02-046.png,normal,0,22.768015,10.4623
a02-057.png,normal,0,25.481796,12.2368
a02-067.png,normal,0,11.98411,11.8502
a03-017.png,normal,0,24.351543,17.2888
a03-023.png,normal,0,13.281006,11.2371
a06-039.png,normal,0,13.384861,13.0185
a06-100.png,normal,0,15.581954,12.4073
n02-146.png,normal,0,23.088938,13.4553
a06-110.png,normal,0,17.575145,10.7477
b01-044.png,normal,0,17.228061,13.5232
b01-049.png,normal,0,17.831773,11.0274
b01-053.png,normal,0,14.572805,16.5062
b02-013.png,normal,0,18.405426,9.3952
b02-035.png,normal,0,18.875211,10.4886
b02-045.png,normal,0,20.761704,11.8563
b03-025.png,normal,0,17.4927,13.7184
b03-109.png,normal,0,30.718362,8.7626
b03-114.png,normal,0,22.967768,10.6182
b05-032.png,normal,0,13.987207,9.1384
b06-027.png,normal,0,24.601609,9.4642
c06-014.png,normal,0,24.140847,12.9115
c06-103.png,normal,0,21.888268,14.4081
c06-138.png,normal,0,26.956004,9.7544
c02-049.png,normal,0,20.560133,10.8033
c04-039.png,normal,0,14.590591,12.1054
c04-044.png,normal,0,14.290279,13.5496
c04-080.png,normal,0,12.669134,11.9181
c04-128.png,normal,0,12.678587,11.2098
c04-110.png,normal,0,18.781829,10.7885
c04-116.png,normal,0,17.888218,9.1931
d04-125.png,normal,0,12.485433,9.9082
d04-131.png,normal,0,10.361457,10.8784
d06-025.png,normal,0,16.422665,9.9967
d06-067.png,normal,0,16.175163,15.0837
d06-104.png,normal,0,21.810305,10.0937
e06-026.png,normal,0,17.280811,8.3908
e06-049.png,normal,0,19.774747,13.8785
e02-025.png,normal,0,25.173014,10.2352
e02-086.png,normal,0,16.769683,9.8627
e02-094.png,normal,0,16.270542,11.3717
e04-004.png,normal,0,10.135704,9.5849
e04-008.png,normal,0,13.265264,11.3383
