filename,group,label,anomaly_score,inference_time_ms
a01-011x.png,normal,0,16.831255,793.4599
a02-017.png,normal,0,10.427892,9.3095
a02-020.png,normal,0,10.156715,7.0636
a02-024.png,normal,0,9.332991,5.3927
a02-027.png,normal,0,8.185256,8.2995
a02-032.png,normal,0,11.028421,6.5924
a02-046.png,normal,0,8.98627,6.318
a02-057.png,normal,0,15.747285,6.5959
a02-067.png,normal,0,12.312013,9.4549
a03-017.png,normal,0,12.847948,6.8393
a03-023.png,normal,0,12.581539,6.0062
a06-039.png,normal,0,12.652683,5.1998
a06-100.png,normal,0,14.57929,4.4242
n02-146.png,normal,0,13.037145,6.2928
a06-110.png,normal,0,13.457656,10.1933
b01-044.png,normal,0,16.848022,5.7667
b01-049.png,normal,0,15.913981,5.9847
b01-053.png,normal,0,15.03458,6.0657
b02-013.png,normal,0,12.461478,5.4173
b02-035.png,normal,0,11.723387,5.407
b02-045.png,normal,0,22.529829,4.4833
b03-025.png,normal,0,11.752349,5.0483
b03-109.png,normal,0,33.170527,6.2085
b03-114.png,normal,0,17.953372,4.7106
b05-032.png,normal,0,14.256167,4.628
b06-027.png,normal,0,24.319875,4.919
c06-014.png,normal,0,26.067406,5.8547
c06-103.png,normal,0,19.724739,5.3347
c06-138.png,normal,0,23.273706,5.4007
c02-049.png,normal,0,21.139127,4.9533
c04-039.png,normal,0,13.141978,5.7361
c04-044.png,normal,0,15.182281,4.7371
c04-080.png,normal,0,13.748181,5.6462
c04-128.png,normal,0,13.161337,5.282
c04-110.png,normal,0,11.028576,5.7347
c04-116.png,normal,0,11.85261,4.0477
d04-125.png,normal,0,11.348689,4.739
d04-131.png,normal,0,12.703359,4.0561
d06-025.png,normal,0,12.346029,5.1067
d06-067.png,normal,0,17.632908,5.1899
d06-104.png,normal,0,20.48431,6.6381
e06-026.png,normal,0,15.31083,6.4031
e06-049.png,normal,0,15.760911,5.2739
e02-025.png,normal,0,15.474212,6.3766
e02-086.png,normal,0,20.84384,4.9554
e02-094.png,normal,0,11.245394,5.6524
e04-004.png,normal,0,11.225915,4.9947
e04-008.png,normal,0,9.245145,6.5841
e04-043.png,normal,0,11.340714,4.6083
e04-052.png,normal,0,17.128259,4.8494
e04-086.png,normal,0,11.867291,4.1496
k04-022.png,normal,0,12.704718,4.3887
f01-070.png,normal,0,19.487584,4.9067
f04-007.png,normal,0,14.862692,6.3806
g04-007.png,normal,0,9.406596,4.9009
g04-011.png,normal,0,10.299414,4.9495
g04-014.png,normal,0,10.970533,4.2725
g04-095.png,normal,0,9.426618,4.9525
f07-000.png,normal,0,10.181171,5.3419
f07-039a.png,normal,0,10.813951,4.4714
f07-042a.png,normal,0,11.215186,5.1321
f07-046a.png,normal,0,11.470819,5.3752
g07-079a.png,normal,0,11.569345,5.6846
f07-019a.png,normal,0,17.131341,5.5029
f07-021a.png,normal,0,15.001917,5.3419
f07-024a.png,normal,0,14.553881,5.3479
f07-028a.png,normal,0,14.321142,5.1333
f07-032a.png,normal,0,16.234541,7.7666
g01-067.png,normal,0,18.629611,6.6234
g01-070.png,normal,0,18.361735,5.6972
g01-074.png,normal,0,15.215564,6.1184
g02-062.png,normal,0,17.741251,5.4493
g07-003b.png,normal,0,14.967644,5.786
g07-007b.png,normal,0,15.15128,4.6873
g07-010b.png,normal,0,15.186256,4.8153
g07-014b.png,normal,0,14.599776,4.657
g07-065.png,normal,0,12.697345,4.7681
g07-069a.png,normal,0,12.97996,4.979
g07-071a.png,normal,0,13.257754,4.2594
g07-074a.png,normal,0,13.448763,7.96
g07-077a.png,normal,0,12.031078,6.5471
h01-024.png,normal,0,13.51167,5.017
h02-049.png,normal,0,21.57104,5.0282
h04-049.png,normal,0,14.070642,4.891
h04-071.png,normal,0,21.362662,4.1853
h04-074.png,normal,0,20.735574,5.4786
h07-040.png,normal,0,20.090878,5.1394
h07-044a.png,normal,0,18.079776,4.5064
h07-051b.png,normal,0,21.364462,5.2657
j01-059.png,normal,0,14.589065,5.2965
j01-066.png,normal,0,23.124439,5.7963
k04-010.png,normal,0,15.071106,5.8167
k04-050.png,normal,0,6.36003,5.8262
k04-054.png,normal,0,16.370523,6.1378
l01-157.png,normal,0,21.305615,5.4569
l01-199.png,normal,0,18.066889,4.725
l04-020.png,normal,0,16.829801,5.2759
l04-026.png,normal,0,17.353851,4.705
m02-083.png,normal,0,12.46556,5.1369
n02-028.png,normal,0,15.984881,4.385
n02-049.png,normal,0,13.346422,4.4091
n02-157.png,normal,0,13.966596,5.8482
n03-097.png,normal,0,15.29007,4.3967
n03-103.png,normal,0,15.815783,5.0623
n04-171.png,normal,0,10.918701,4.7733
n04-183.png,normal,0,10.010231,5.5872
n04-190.png,normal,0,9.395719,4.5831
n04-195.png,normal,0,12.366951,4.8685
p02-115.png,normal,0,13.956618,4.3221
p03-023.png,normal,0,17.467439,4.8046
p03-027.png,normal,0,20.560646,4.2434
p03-158.png,normal,0,22.399366,5.313
p03-173.png,normal,0,16.63782,4.8932
r02-000.png,normal,0,15.552115,4.9477
r02-038.png,normal,0,15.032005,4.8564
r02-131.png,normal,0,10.817277,5.8406
r03-030.png,normal,0,15.514958,4.2723
r03-056.png,normal,0,20.320916,4.6749
r03-065.png,normal,0,10.4505,4.0873
r03-115.png,normal,0,8.004868,4.8747
dysgraphia_img_1.jpg,dysgraphia,1,34.028506,4.5013
dysgraphia_img_10.png,dysgraphia,1,30.444598,4.8773
dysgraphia_img_11.jpg,dysgraphia,1,33.204979,7.6512
dysgraphia_img_12.png,dysgraphia,1,28.545332,8.1594
dysgraphia_img_13.jpg,dysgraphia,1,32.425833,4.7474
dysgraphia_img_14.jpg,dysgraphia,1,44.368994,6.6498
dysgraphia_img_15.jpg,dysgraphia,1,33.812666,5.9198
dysgraphia_img_16.jpg,dysgraphia,1,34.054714,7.0579
dysgraphia_img_17.jpg,dysgraphia,1,29.600382,4.8107
dysgraphia_img_18.jpg,dysgraphia,1,34.037423,5.7226
dysgraphia_img_19.jpg,dysgraphia,1,32.211959,4.9832
dysgraphia_img_2.jpg,dysgraphia,1,34.062272,4.8907
dysgraphia_img_20.jpg,dysgraphia,1,32.491678,4.8097
dysgraphia_img_21.PNG,dysgraphia,1,28.054231,6.2877
dysgraphia_img_22.png,dysgraphia,1,30.668885,6.1131
dysgraphia_img_23.jpeg,dysgraphia,1,32.61764,4.4455
dysgraphia_img_24.jpg,dysgraphia,1,33.252162,5.2808
dysgraphia_img_25.jpg,dysgraphia,1,33.272332,5.1516
